,movie_id,title,last_update,release_year,rating,duration,description,ott_id
12997,12998,Chashme Bahaddar,19700101,2006,G,146,"Rajaram (Sanjay Narvekar), an ordinary librarian, finds himself standing against a powerful builder and his goons, who want to vacate the chawl in which he resides. His life changes after receiving a pair of magical eyeglasses from his step-grandpa's spirit.",1
12998,12999,Bruce Lee,19700101,2017,PG,119,"Bruce Lee and his friends get into a fight with the close aides of Ramdoss, an evil don. When the gangster kidnaps Lee's girlfriend, he plans to rescue her.",1
12999,13000,Black Gunn,19700101,1972,R,97,"A successful and popular nightclub owner who believes financial independence is the path to equality and success, must act as a go-between for militant-minded brother and the white gang syndicate his brother has attacked and robbed. Their involvements lead to a breathless race course chase, the destruction of a dopepusher and a violent waterfront climax.",1
13000,13001,Bhakta Prahlada,19700101,1967,PG,156,"The movie is about a devotee Prahalada in Hindu mythology. After his hard efforts, Ranga Rao (Hiranyakashipu) gets blessed by God Brahma. His son (Prahalada) is a staunch devotee of Lord Vishnu and praises him throughout the day. The rest of the movie is about the father's rigorous efforts to prevent his son's devotion.",1
13001,13002,Being Charlie,19700101,2016,R,97,"From director Rob Reiner (Stand My Me), Being Charlie follows a teen (Nick Robinson) who breaks out of a rehab and faces issues with his family and girlfriend. Also starring Cary Elwes and Common.",1
13002,13003,Await the Dawn,19700101,2020,PG,90,A troubled family traveling cross country are hijacked by a desperate man. Only to discover he's running from something more dangerous than he is.,1
13003,13004,Answers to Nothing,19700101,2011,R,124,"Starring Dane Cook, Answers to Nothing tells the interweaving stories of several Los Angelenos trying to do the right thing against the backdrop of a missing girl case.",1
13004,13005,Achamindri,19700101,2016,PG,118,"Sakthi, a pickpocket, and Sathya, a police officer, must work together to find out who is responsible for a series of deaths and bring them to justice.",1
13005,13006,Accident Man,19700101,2018,R,106,"Mike Fallon, the Accident Man, is a stone-cold killer, he is the best at what he does. But when a loved one is dragged into the London underworld and murdered by his own crew, Fallon is forced to rip apart the life he knew in order to avenge the one person who actually meant something to him.",1
13006,13007,Aangila Padam,19700101,2017,PG,104,Sanjeev gets involved in a series of crimes after he goes to Chennai to make some money. He must find a way to get himself out of a dangerous situation.,1
13007,13008,A Fighting Man,19700101,2014,R,88,"Haunted by a tragic past, undefeated washed up boxer Sailor O'Connor (Dominic Purcell) is a broken man. When a fluke opportunity arises to step back in the ring, he takes it. Not knowing when to throw in the towel, Sailor must face his personal demons or die trying to stay on his feet throughout a bloody, brutal beating in the ring.",1
13008,13009,54321,19700101,2016,PG,112,"Vinoth receives a lot of love and attention from his adoptive parents and this makes their biological son, Vikram, feel resentful. Years later, Vikram gets a chance to avenge his unhappy childhood.",1
13009,13010,100 Women,19700101,2003,R,95,"Sam is a dexterity-challenged art student having the worst day of his life when a streak of fate, and a gust of wind, blows a woman named Hope across his path.",1
13010,13011,10/31 Part 2,19700101,2021,NC-17,95,Join horror host Malvolia the Queen of Screams as she celebrates this year's Halloween Monster Marathon with 5 new tales of terror and the macabre. This Halloween horror anthology from independent horror's best and bloodiest directors is a grab bag of treats you are sure to enjoy.,1
13011,13012,Vikram Vedha,19700101,2017,PG,140,"Vikram, a pragmatic policeman, and his partner Simon are on the hunt to capture Vedha. When Vedha voluntarily surrenders, he offers to tell Vikram a story, throwing Vikram's life into disarray.",1
13012,13013,Vetrivel,19700101,2016,PG,136,"In a bid to help his younger brother unite with the girl he loves, Vetrivel and his friends decide to kidnap her. Things take an ugly turn when their plan goes wrong and results in messy situations.",1
13013,13014,Vazhkkai,19700101,1949,PG,154,"Sahasranamam deceives Draupadi and makes her pregnant. Later, he tries to marry Vyjayanthimala but she is in love with Ramachandran. When Draupadi realizes that she is pregnant approaches Sahasranamam only to get insulted. Draupathi attempts suicide but is saved and she delivers the baby. She leaves the baby with Ramachandran. Now Ramachandran faces hardships to take care of the baby.",1
13014,13015,Uyirile Kalanthathu,19700101,2000,G,150,"Sibling rivalry takes a whole new meaning when Raghu decides to make the life of his younger brother, Surya, miserable. He even goes to the extent of pushing Surya off a cliff.",1
13015,13016,Thagaraaru,19700101,2013,PG,128,"Four inseparable friends, loot to make a living. When one of them is murdered, the others plan to take revenge on the killer.",1
13016,13017,Sivappu Manjal Pachai,19700101,2019,R,135,"Rajashekar is a strict traffic police officer whose marriage is arranged with Madhan's sister. However, Madhan, an arrogant street racer, cannot forgive Rajashekar for humiliating him in the past.",1
13017,13018,Saagasam,19700101,2016,PG,127,"To earn some quick money through betting, Ravi, a jobless youngster, crosses path with Bittu, a criminal, by foiling his bank heist. Since then, Ravi has to use his wits to escape the wrath of Bittu.",1
13018,13019,Pugazh,19700101,2016,PG,121,"Pugazh, a young man, tries to protect a playground from political encroachers. But corrupt politicians are determined to build a factory on the land after acquiring the playground.",1
13019,13020,Orr Iravu,19700101,1951,PG,157,"A thief breaks into a wealthy man's house unaware that the man is his father, who had abandoned his mother and him a long time ago.",1
13020,13021,NAALAYAK,19700101,1979,PG,125,"Ram, the black sheep of the family, is accused by Rita, a friend, of buying fake jewellery for his girlfriend. Things take a turn when Rita is suddenly murdered and Ram is arrested.",1
13021,13022,Manithan,19700101,2016,PG,143,"In order to earn quick money and fame, a struggling lawyer accepts a bribe and joins hands with a man who pretends to be a witness in a case. However, his conscience forces him to fight for justice.",1
13022,13023,Madurai Sambavam,19700101,2009,PG,154,"Kutty assists his father Aalamarathaar in providing for the people of Aattuthotti in Madurai. However, things take a turn for the worst when a group of corrupt officers strike against them.",1
13023,13024,EVANGELION:3.33 YOU CAN (NOT) REDO.,19700101,2012,R,97,"Shinji wakes after 14 years aboard the battleship AAA Wunder belonging to an anti-NERV organization founded by former NERV members. Shinji hears Rei's voice coming from EVA Mark.09, sent to rescue him, so he leaves Wunder and heads to NERV. Kaworu Nagisa shows Shinji the transformed land. He learns that saving Rei triggered the Near Third Impact that caused the catastrophic damage to Earth.",1
13024,13025,EVANGELION:3.0+1.01 THRICE UPON A TIME,19700101,2021,R,156,"Available in 29 languages, including Japanese and English Audio and Subtitles. The 4th and final installment of Rebuild of Evangelion. Misato and her anti-NERV group Wille arrive at Paris, a city now red from core-ization. Crew from the flagship Wunder land on a containment tower. They only have 720 seconds to restore the city. When a horde of NERV Evas appear, Mari’s improved Eva Unit 8 must intercept. Meanwhile, Shinji, Asuka, and Rei (provisional name) wander about Japan.",1
13025,13026,EVANGELION:2.22 YOU CAN (NOT) ADVANCE.,19700101,2009,R,113,"Mari Illustrious-Makinami pilots Provisional Unit-05 to defeat the excavated Third Angel. Asuka Langley-Shikinami and EVA-02 defeat the Seventh Angel. The Eighth Angel appears and attacks NERV HQ. EVA-03 is taken over by the Ninth Angel during testing and Shinji deploys to stop it, but learns Asuka is aboard. Gendoh switches EVA-01's controls over to the Dummy System and begins fighting EVA-03...",1
13026,13027,EVANGELION:1.11 YOU ARE (NOT) ALONE.,19700101,2007,R,102,"Scarred by the Second Impact, the Fourth Angel attacks Tokyo III and humanity's fate is left in Special Government Agency NERV's hands. Young Shinji Ikari is forced to pilot EVA-01. He and EVA-00 pilot Rei Ayanami are tasked to fight, but EVA-01 is damaged by the Sixth Angel. Misato Katsuragi draws up a plan to focus all of Japan's electricity into EVA-01's positron cannon to defeat the Angel.",1
13027,13028,Dark Highlands,19700101,2018,R,86,"A Japanese artist discovers that not everyone in Scotland, is friendly. Targeted by the psychotic gamekeeper, the artist is caught in a deadly chase across the Highlands - where only one of them will survive.",1
13028,13029,Black Dawn,19700101,2005,R,96,"Trying to determine who seeks to sell a nuclear bomb to Eastern European terrorists, CIA Agent Jonathan Cold's cover gets blown when the weapons dealers catch his former student, beautiful Amanda Hayes. Cold fights to get her out, they go after the bomb, and discover Hayes' boss is involved in the bombing. After vanquishing their enemies, they have to drop off the activated bomb over the ocean.",1
13029,13030,Tommy Davidson: Takin' It To D.C.,19700101,1990,NC-17,30,"Tommy Davidson shines in this classic 90s special. Whether he's talking about sex, the national anthem, cockroaches, or impersonating Prince & Michael Jackson, he's sure to make you laugh!",1
13030,13031,These Streets We Haunt,19700101,2021,R,107,"Marcus, a corporate artist who's lost his zeal for life, rents out his spare bedroom to a girl he begins to suspect is a real life comic book villain.",1
13031,13032,The Vatican Tapes,19700101,2015,PG-13,91,Angela is possessed by a powerful ancient satanic force and it's up to Father Lozano to save her soul and the entire world as we know it.,1
13032,13033,The Dead,19700101,2011,R,105,"An American mercenary (Rob Freeman of Saving Private Ryan), the sole survivor of a plane crash, has to run across Africa, battling with the living dead. Joining forces with a local military man desperately searching for his son amongst the chaos, he fights to survive, in the first zombie road movie ever.",1
13033,13034,Sweet Country,19700101,2018,R,113,"Australian western set on the Northern Territory frontier in the 1920s, where justice itself is put on trial when an aged Aboriginal farmhand shoots a white man in self defense and goes on the run as posse gathers to hunt him down. Festival favorite of Venice, Toronto, and Sundance.",1
13034,13035,Saturday Church,19700101,2018,R,83,"A 14 year old boy, struggling with gender identity and religion, begins to use fantasy to escape his life in the inner city and find his passion in the process. Festival Favorite of Tribeca 2017",1
13035,13036,Sarpatta Parampara,19700101,2021,no info,174,A young man from the Black Town of 1970’s segregated Madras finds himself with the opportunity to redeem his boxing clan and himself from years of defeat. Can he do it? Will he be allowed to?,1
13036,13037,Sarpatta Parambarai,19700101,2021,no info,174,A young man from the Black Town of 1970’s segregated Madras finds himself with the opportunity to redeem his boxing clan and himself from years of defeat. Can he do it? Will he be allowed to?,1
13037,13038,Sakalakala Vallavan,19700101,2015,PG,146,"Shakti falls in love with Anjali but soon realises that she is his bitter rival Chinnasamy's cousin. In a bid to separate them, his family forces him to marry Divya.",1
13038,13039,Respira,19700101,2019,R,77,"Leonardo gets a job as a fumigator pilot in the soybean fields and moves with his family to the countryside. When he starts working, he discovers a dark secret that will put him and his family in danger.",1
13039,13040,Mr. Superinvisible,19700101,1970,PG,92,"He's just about the nicest man you never saw! A scientist who lives alone with his shaggy dog, becomes invisible after he swallows a potion with supernatural properties. Starring Dean Jones (The Love Bug, The Ugly Dachshund).",1
13040,13041,Mother in Law,19700101,2017,PG,98,"On an estate full of secrets, a rigid matriarch demands her newest daughter-in-law to preserve her family's lineage of nobility by providing a grandson.",1
13041,13042,Marked Man,19700101,1997,R,94,"Action drama starring Roddy Piper. A man sent to prison for killing the driver who accidentally killed his girlfriend is framed for the murder of another inmate. He escapes, and sets off on a mission to clear his name, leaving a bloody trail behind him",1
13042,13043,Malicious,19700101,2018,NC-17,91,"When a pregnant newlywed suffers a traumatic event, she finds herself haunted - and connected - to a malicious entity that has possessed her unborn child.",1
13043,13044,In Bruges,19700101,2008,R,108,HD. European hit men Colin Farrell and Brendan Gleeson unwind in Belgium after a blundered job in this film.,1
13044,13045,Ghost In The Shell 2.0,19700101,1996,G,83,A film that has spawned a thousand imitations but never been bettered - Mamoru Oshii's legendary anime film Ghost in the Shell returns in a stunning new edition remastered by Oshii himself with the original animations.,1
13045,13046,Dreaming Grand Avenue,19700101,2020,PG,98,"Maggie and Jimmy haven't met in waking life, but they keep meeting up in dreams. Each devastated by loss and struggling to find meaning in it, they are now inexplicably tied together by fate. Set in a city as magical as any dreamscape, Dreaming Grand Avenue follows Maggie and Jimmy as they discover the truth of their linked destinies with the help of a dream detective and the poet Walt Whitman.",1
13046,13047,Cruel Intentions 3,19700101,2004,R,85,"The three most ruthless students at a prestigious college take malicious pleasure in ruining the lives of their fellow classmates through a series of sexual wagers. Bored with such easy prey, two agree to one final bet, a winner-take-all game of seduction and revenge, where the female of the gang becomes the grand prize and the loser is forced to experience a whole new level of pleasure -and pain.",1
13047,13048,A Familiar Lie,19700101,2020,NC-17,95,"Camille Rogers, a beautiful, devoted wife suspects her husband - the love of her life- is having an affair. Reluctantly, Camille hires a Private Investigator to provide proof of her husband's affair.",1
13048,13049,1 Night in San Diego,19700101,2020,NC-17,86,"BFFs Hannah and Brooklyn, played by Jenna Ushkowitz (Glee) and Laura Ashley Samuels (Modern Family), embark on road trip to San Diego to meet an old high school crush. When things don't go as planned, the night turns into debaucherous chaos.",1
13049,13050,Weekenders,19700101,2021,R,76,"As summer turns to fall in rural Vermont, a scheduling mix-up at an Airbnb brings four twenty-somethings together, each navigating the open waters of where, how, and with whom they're supposed to be. As the long weekend progresses, the foursome is forced to contemplate their collective baggage, the value of prioritizing connection over convenience, and what happens when they all go home.",1
13050,13051,The Key to Rebecca,19700101,1985,R,193,"In Cairo during World War II, a German Agent tries to infiltrate the British command to lay the groundwork for Erwin Rommel's conquest of Egypt.",1
13051,13052,The Day After Quarantine,19700101,2021,NC-17,61,"After the quarantine is lifted the world is getting back to business but for some people, that reality is overwhelming. From the rent being 90 days late, a friend with a bright idea all the way down to ""relationships"", or lack thereof, it's all at stake. Follow these three friends as they navigate the ""new normal"".",1
13052,13053,Standing in the Shadows of Motown,19700101,2002,PG,108,"In 1959, Berry Gordy Jr. gathered the best musicians from Detroit's thriving jazz and blues scene to begin cutting songs for his new record company - Motown. This documentary tells the unforgettable story of the Funk Brothers.",1
13053,13054,Sniper 3,19700101,2004,R,91,"Sniper Thomas Beckett (Tom Berenger) is hired by NSA officials, William Avery (Denis Arndt) and Richard Addis (William Duffy) to perform a covert operation to eliminate a suspected terrorist. The terrorist turns out to be a friend of Beckett's and the real purpose of the mission turns out to be something other than what Beckett was told.",1
13054,13055,Permanent Midnight,19700101,1998,R,88,Based on an allegedly true story of TV writer Jerry Stahl with a $5000 a week job and a $6000 a week cocaine habit.,1
13055,13056,No Men Beyond This Point,19700101,2016,PG,80,"Imagine a world where, since 1953, women have been able to reproduce without men and they are no longer giving birth to male babies. Now, over 60 years later, this deadpan mockumentary follows the youngest man still alive - 37 years-old Andrew Myers. Working as a housekeeper for a family of women, Andrew finds himself at the center of a battle to prevent men from going extinct.",1
13056,13057,"Nick Cannon: Stand-Up, Don't Shoot",19700101,2017,NC-17,62,"Nick Cannon uses his potent and aggressive voice to attack societies adversities, haters, and nay sayers. Complete with Nick kissing an older white lady, Nick discusses everything from the controversial times we're living in, to how getting old affects his dating. Plus, he gives the scoop on how a trip to Australia was the straw that broke the kangaroo's back in his marriage with Mariah Carey.",1
13057,13058,Musical Chairs,19700101,2011,PG-13,100,"When, Mia, a dance teacher, lands in the hospital after an accident, Armando, a would-be dancer who admires her from afar, persuades her to train for an upcoming wheelchair ballroom dancing contest.",1
13058,13059,Miracle on the Mountain: The Kincaid Family Story,19700101,2000,R,90,A staunch professional executive and his wife coerce their two rebellious teens and their older sister and her boyfriend into taking a plane trip to celebrate their wedding anniversary in the mountains. The younger sister does not make it to the plane in time and the family leaves without her. Their small private plane then develops trouble and crashes in the isolated snowy mountains.,1
13059,13060,Merise Merise,19700101,2021,G,119,"Siddhu, the son of a rich businessman fails in his startup and loses hopes in success. Vennela, a naive small-town girl who is already engaged to an NRI comes to Hyderabad and understands that this marriage would limit her to being just a housewife. She decides to have a successful career before marriage and in the process, meets Siddhu. A mutually enlightening journey gets both of them closer.",1
13060,13061,Magic Mountains,19700101,2021,R,79,"Lex, a Dutch writer, has money and fame but no peace of mind since Hannah left him years ago. Looking for closure on their relationship, Lex asks Hannah to go with him to the mountains for a last climb together. But Voytek, their professional mountain guide, senses that Lex may be unstable and refuses to leave Hannah alone with him.",1
13061,13062,Kurara: The Dazzling Life of Hokusai's Daughter,19700101,2017,PG,74,"Is a legend born, or made? This is the story of the daughter of Japanese painter Hokusai, who assisted her famed father in his old age and developed her own painting style based on her love of 'kurara' dazzling colours. Follow the trials and triumphs, loves and losses of an oft-overlooked tour de force in Japanese art history.",1
13062,13063,Kuch Tum Kaho Kuch Hum Kahein,19700101,2002,PG,169,"A man and woman are in love with each other but cannot pursue their relationship due to the feud between their families. In order to save his love, he decides to reunite the families.",1
13063,13064,Hider in the House,19700101,1991,R,108,"Tom is a psychopath living somewhere in the house of Julie and her husband, but they don't know it. As a child, Tom would hide to escape his parents' abuse until one day he came out and killed them. Now Tom is obsessed with Julie and is slowly coming out of the attic.",1
13064,13065,Go Fish,19700101,2016,PG,72,"In this coming-of-age story, Erica Clements's blessed life is turned upside down by her mother's death and her father's subsequent depression, which leaves them financially destitute.",1
13065,13066,Fighting Temptations,19700101,2003,PG-13,123,"Darrin Hill returns to his hometown to claim the inheritance but before he can collect the money, he must fulfill his aunt's final wish: to create a local choir. When Darrin meets Lilly (Beyonce), a beautiful jazz singer with a heavenly voice, he sees Lilly as the answer to his prayers.",1
13066,13067,Facebook Follies: The Unexpected Consequences of Social Media,19700101,2011,PG,54,"For many, social media has become an addiction, an outlet for our most intimate relationships, thoughts, pastimes, and memories. It represents a paradigm shift in communications as significant as the printing press, the telegraph, or the television. Inevitably, mishaps, embarrassment and trouble accompany this shift. What are the consequences of publicly sharing our most personal information?",1
13067,13068,Chosen,19700101,2016,R,105,Harvey Keitel stars as a Hungarian citizen whose courage alters the course of World War II as he unwittingly becomes a leader and discovers the hero deep within himself.,1
13068,13069,Bram Stoker's Dracula Guest,19700101,2008,PG-13,86,"The story of two young lovers, Bram and Elizabeth. Dracula kidnaps Elizabeth and takes her to his castle while Bram sets out across Europe to rescue her.",1
13069,13070,Black's Game,19700101,2013,R,105,"To pay down a debt, a student joins a small underground crime syndicate and soon finds himself rolling in cash, drugs and girls. But when a brilliant but psychotic career criminal joins the crew with the ambition of taking over the drug trade, things quickly start to spin out of control.",1
13070,13071,At Middleton,19700101,2014,R,100,"Oscar-nominees Andy Garcia and Vera Farmiga shine as George and Edith, two parents who fall in love over the course of a single day while playing hooky from their Children college tour.",1
13071,13072,Already Lucky,19700101,2018,NC-17,79,"Ian Murphy, Layla, and Evelyn thrive and struggle in various ways with relationships, work, and life in general, but collectively find ways to push forward.",1
13072,13073,Yakov Smirnoff: From Moscow... Idaho,19700101,1991,R,53,"A stand-up comedy special starring Yakov Smirnoff. Taped at the University of Idaho at Moscow, this special completed the comedian's Moscow-to-Moscow World Tour.",1
13073,13074,Walk On Water,19700101,2005,R,103,"While on assignment in Berlin, a homophobic Israeli intelligence agent with a license to kill is tasked with offing a Nazi war criminal. However, he has a crisis of consciousness after he befriends a target's gay grandson.",1
13074,13075,Tiger House,19700101,2015,R,83,"Robbers break into Kelly's (Kaya Scodelario, The Maze Runner Franchise) boyfriend Mark's house (Daniel Boyd) to pull off the ultimate heist. Kelly uses her skill and courage to overpower her adversaries.",1
13075,13076,The Priest (Telugu),19700101,2021,PG,145,"Father Carmen, a priest, joins hands with the police to investigate a series of mysterious suicides. However, he soon stumbles upon a disturbing fact that has serious consequences.",1
13076,13077,The New Daughter,19700101,2009,PG-13,108,"Kevin Costner stars as a single father who moves his two children to rural South Carolina, only to watch his daughter exhibit increasingly strange behavior.",1
13077,13078,The Mad Hatter,19700101,2021,R,90,"Henry and three classmates join their professor for a weekend psychology study at the 'Mad Hatter' mansion, supposedly haunted by those who died at a lavish party in the 1880s. Henry's hopeful that the study will cure him of his horrific nightmares about the drowning of his sister Mia, but as the weekend progresses, his classmates' nightmares worsen until one by one they disappear.",1
13078,13079,The California No,19700101,2018,NC-17,84,"During his first visit to couples therapy, a listless Los Angeles writer (Noah Segan) discovers that he's actually in an open marriage - or at least his wife is. The revelation sets off a series of events that upends his personal and professional life and forces him to reconsider everything about himself.",1
13079,13080,Synchronicity,19700101,2016,R,100,"A sci-fi thriller in the tradition of Dark City and Blade Runner, about a physicist who has uncovered the secret of time travel. To protect his discovery, he must travel back in time and endangers his own existence and the very fabric of reality.",1
13080,13081,School Life,19700101,2017,PG-13,104,"This documentary follows a year in the lives of two inspirational teachers at the only primary-age boarding school in Ireland. For nearly half a century they have shaped thousands of minds, but the unthinkable looms: what would retirement mean?",1
13081,13082,Radar - Echoes of the Past,19700101,2010,PG,65,"Worth Matravers is today a quiet village near Swanage, South Dorset, UK. But for two years, 1940-1942, when wartime Britain was in its greatest months of peril, Worth was Britain's ""Silicon Valley"", home to 2,000 scientists and engineers working on one of the greatest secrets of World War II - RADAR. A fascinating story brought to life by site visits and rare original pictures from 75 years ago.",1
13082,13083,Quarantine 2: Terminal,19700101,2011,R,86,A plane is taken over by a mysterious virus. When the plane lands it is placed under quarantine. Now a group of survivors must band together to survive the quarantine.,1
13083,13084,Not Forgotten,19700101,2009,R,97,"When his 11-year-old daughter is kidnapped, a father (Simon Baker of The Mentalist) must follow her into a barrio controlled by the mysterious religion of La Santa Muerte.",1
13084,13085,Chalk It Up,19700101,2016,G,90,"When a super girly-girl is dumped by her boyfriend; she decides to do everything she can to get him back by building a college gymnastics team, quickly learning that she is capable of a lot more than just getting an MRS degree.",1
13085,13086,Brothers In Arms,19700101,2005,R,87,"A group of outlaws band together to try and take down local business tycoon and town dictator, Driscoll. He has control of the townsfolk, the banks and the Mayor. When the outlaws decide to rob his cash stored in the local bank Driscoll hires a group of bounty hunters to try and take the outlaws out. The outlaws, Sheriff, and townsfolk eventual unite against a common enemy - Driscoll.",1
13086,13087,Blackwater Valley Exorcism,19700101,2006,R,89,"A troubled priest is called to an isolated ranch to examine an emotionally disturbed girl. After deciding that an exorcism must be performed to save her life, Jacob is forced to improvise with available resources. But as hiss own inner demons resurface he must struggle to save his own soul from the evil spirit that has set a trap to destroy him.",1
13087,13088,Back Roads,19700101,2018,NC-17,101,"A young man cares for his younger sisters after their mother is imprisoned for murdering their abusive father. When he strikes up an affair with a married woman, long-dormant family secrets bubble to the surface in this noir thriller.",1
13088,13089,After Masks,19700101,2021,R,105,"Journey through the human experience as a pandemic tests what we are made of, both as individuals and as a culture. COVID-19 has challenged us with losing our jobs, being alone together, and facing death head-on. But a light still shines as we hope for togetherness, embrace the spirit of survival, and know that although we may bend, we are never broken. Everyone has a story. What's yours?",1
13089,13090,A Social Cure,19700101,2020,PG,99,A Social Cure travels to South Africa to investigate the epicenter of the HIV pandemic to expand the potential of our social networking technologies and explore how we can contribute to a future free from HIV.,1
13090,13091,Where is Chicky? - Chapter Eight,19700101,2021,G,16,"Nobody knows where Chicky is exactly. We just know he is cute and deeply naïve. In this compilation, follow Chicky the cartoon bird as he goes to the toy factory, to bee hive, and plays pinata!",1
13091,13092,The Stakeout,19700101,2020,PG,19,"Two Detectives, one nearing retirement, one just getting started, are partnered for an all-night Stakeout, to catch jewel thief operation. As the night rolls on, on tempers begin to rise as they discover they are not both there for the same reasons. A Mystery Thriller shot in the style of Neo Noir.",1
13092,13093,The Pearl,19700101,2004,PG-13,115,"A poor Mexican diver finds a priceless pearl that will change his impoverished family's future, if he can fend off his own greed and the people trying to take advantage of him.",1
13093,13094,The Hunters,19700101,1996,R,113,"A Stockholm cop moves back home to his brother near Norway and Finland. He investigates out of control deer poaching. He confiscates rifles with no permits. Everybody, even his brother and local cops, are against him. Things escalate.",1
13094,13095,Stolen Innocence,19700101,2016,PG,96,A rebellious teenage girl faces an impossible choice. Lose the man she loves or join a virginity auction to save him from a lethal debt.,1
13095,13096,Some Kind of a Nut,19700101,1969,G,90,"A bank teller is stung on the chin by a bee. He cannot shave. His beard grows. He is abused for his non-conformity. Now he can shave. But he doesn't. After all the aggravation he has received from his peers, he is in rebellion.",1
13096,13097,Sendero,19700101,2015,NC-17,86,"Ana is a young woman who has just been given a scholarship to study in a foreign country. She decides to celebrate with their friends out of the city. On the road, after helping an injured woman, they are kidnapped by a weird family.",1
13097,13098,Route 666,19700101,2001,R,90,"When Special Agents Jack (Lou Diamond Phillips) and Stephanie (Lori Petty) cut through a condemned, desolate highway known as Route666 while tracking a suspect, they discover a danger far worse than deadly twists and turns! Years ago, a notorious chain gang was killed in a horrific roadside murder, and the highway still echoes with its brutal legacy.",1
13098,13099,Rent A Cop,19700101,1988,R,96,"A Chicago cop (Burt Reynolds) is forced to turn in his badge when he is wrongly accused of being in cahoots with a sinister, murderous, drug dealer. Subsequently, the cop is rented by a kooky call girl (Liza Manelli), whom the pusher wishes to kill.",1
13099,13100,Range Runners,19700101,2020,PG,111,"A woman hiking an isolated trail runs into trouble when her pack is hijacked by two men hiding out in the woods, desperate and on the run. Now, stranded and left to fend for herself, she has a choice: crawl back to her normal life in defeat, or strike back and retrieve what was stolen from her.",1
13100,13101,Little Baby Bum - Summertime Special,19700101,2021,G,18,"Enjoy this Summertime Special video for children! Sing along to some of the classic nursery, where the kids are playing at the beach and in the outdoor swimming pool!",1
13101,13102,Jared and Robert: A Couple of Characters,19700101,2021,R,59,"Jared Stern and Robert Mac are two rising stars in the standup world making their comedy special debut from Washington DC. They can be neurotic, they can be crazy, and they sure can be funny! Between Robert calling zoo's fake news and Jared taking toilet humor to a new level they truly are a couple of characters.",1
13102,13103,Hrid Majhare,19700101,2014,PG,117,"Abhijit, a college professor, is warned by a soothsayer to stay away from love for his benefit. Later, as he encounters a number of tragedies in his life, he recalls the prophecy of the soothsayer.",1
13103,13104,Holy Air,19700101,2017,R,81,"Adam and Lamia are a Christian Arab couple from Nazareth - members of a vanishing minority in the Holy Land. When Lamia gets pregnant, Adam decides it's time to make it big and provide for his family by entering the biggest local business - religion. He begins to sell... Holy Air. Official Selection of Tribeca Film Festival 2017, Mill Valley Festival, Palm Springs International Festival",1
13104,13105,Gogoler Kirti,19700101,2014,G,120,"When Gogol arrives with his parents to their friend's mansion in the village, they find that a statuette is missing. Gogol teams up with Ashok, who poses as a photographer, to solve the mystery.",1
13105,13106,Enhanced,19700101,2021,R,100,"A young woman with enhanced abilities finds herself hunted down by a sinister government organization. But when an even stronger enhanced serial killer emerges on the scene, agents and mutants are forced to question their allegiances.",1
13106,13107,Eighteen,19700101,2019,R,128,Eighteen movie is all about the family from Nepal living in the UK.,1
13107,13108,Dancing at The Harvest Moon,19700101,2002,G,88,"A betrayed wife (Jacqueline Bisset), whose husband leaves her after 25 years, returns to the lake where she first fell in love and begins an affair with the son (Eric Mabius) of her first love.",1
13108,13109,Curse of the Black Widow,19700101,1977,PG,97,"A private detective named Mark Higbie is on the trail of a murderer whose mutilated and predominantly male victims are found encased in silken cocoons. He eventually tracks the killer's path to Los Angeles, where he discovers her true identity: a woman who was bitten by black widow spiders as a child. However, that's only the beginning of the story.",1
13109,13110,Chicago Overcoat,19700101,2019,PG,94,The fates of an aging hitman and a washed up detective become entwined when one last job leads to one last chance to settle an old score.,1
13110,13111,Bob and The Monster,19700101,2011,R,86,"This award winning documentary follows outspoken indie-rock hero Bob Forrest, through his life-threatening struggle with addiction, to his transformation into one of the most influential and controversial drug counselors in the US today. The film crafts contemporary footage and compelling interviews with archival performances to reveal the complex layers of this troubled, but hopeful soul.",1
13111,13112,Believe: The Eddie Izzard Story,19700101,2009,NC-17,103,Believe chronicles comedian Eddie Izzard's rise to fame from her early influences - losing her mother to cancer at a young age before being sent with her brother to boarding school to his close present day relationship with her supportive father.,1
13112,13113,Anatomy of a Love Seen,19700101,2014,NC-17,80,"From Writer/Director Marina Rice Bader (Executive Producer Elena Undone, A Perfect Ending) comes this film within a film that explores love in all its painful and messy glory.",1
13113,13114,#Home (4K UHD),19700101,2021,PG,161,"Home is about the humble, technology-challenged Oliver twist struggles to keep his closeness with his sons and communicate as they grow up and become active on social media.",1
13114,13115,#Home,19700101,2021,PG,161,"Home is about the humble, technology-challenged Oliver twist struggles to keep his closeness with his sons and communicate as they grow up and become active on social media.",1
13115,13116,The Midwife,19700101,2021,NC-17,83,A young happy couple struggle to make sense of the supernatural happenings turning their happy home into a house of horrors. But deliverance has a due date when the midwife makes a house call.,1
13116,13117,The Ex (2006),19700101,2007,PG,89,"After getting fired, a man winds up working for his wife's father while she takes care of the baby. Doing a story on her ex- boyfriend, who makes his life miserable, he worries that she will take his side and that he's in for the worst.",1
13117,13118,Tart,19700101,2002,R,91,"After her only friend is expelled from their private school, Cat finally gets her chance to be part of the ""in-crowd."" Eager to please her new friends, Cat descends into a world of sex and drugs that she never bargained for.",1
