,movie_id,title,last_update,release_year,rating,duration,description,ott_id
2949,2950,Sat Shri Akaal England,20181001,2017,PG-13,127,"After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England.",4
2950,2951,Thaandavam,20181001,2012,PG-13,156,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye.",4
2951,2952,The Birth Reborn,20181001,2018,R,91,"Featuring experts in their fields and raw and moving footage, this documentary makes a case for increased autonomy in women's choices for childbirth.",4
2952,2953,Theeya Velai Seyyanum Kumaru,20181001,2013,PG,132,"When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life.",4
2953,2954,Tiger,20181001,2016,PG-13,130,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.",4
2954,2955,Udaan,20181001,2010,R,137,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",4
2955,2956,Vettai,20181001,2012,PG-13,156,"This powerful Tamil action film follows the shared fate of two very different siblings: policeman Thiru and his roguish brother, Guru.",4
2956,2957,Wake Up Sid,20181001,2009,PG-13,132,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.,4
2957,2958,We Are Family,20181001,2010,PG-13,119,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.,4
2958,2959,What the Jatt!!,20181001,2015,PG,140,"A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy.",4
2959,2960,Zindagi Kitni Haseen Hay,20181001,2016,PG-13,126,"Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego.",4
2960,2961,Big Miracle,20180930,2012,PG,107,"After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",4
2961,2962,Paradise Lost,20180929,2018,R,111,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",4
2962,2963,Animal World,20180928,2018,R,130,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",4
2963,2964,Hold the Dark,20180928,2018,R,126,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",4
2964,2965,Lessons from a School Shooting: Notes from Dunblane,20180928,2018,PG-13,24,"Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart.",4
2965,2966,The 3rd Eye,20180928,2018,R,108,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",4
2966,2967,Two Catalonias,20180928,2018,R,117,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,4
2967,2968,In Darkness,20180922,2018,R,101,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",4
2968,2969,Quincy,20180921,2018,R,124,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",4
2969,2970,Rafinha Bastos: Ultimatum,20180921,2018,R,63,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",4
2970,2971,The Angel,20180914,2018,R,114,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",4
2971,2972,The Land of Steady Habits,20180914,2018,R,98,"After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",4
2972,2973,Reversing Roe,20180913,2018,PG-13,100,"Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade.",4
2973,2974,On My Skin,20180912,2018,R,100,"Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events.",4
2974,2975,The Resistance Banker,20180911,2018,R,123,"Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",4
2975,2976,City of Joy,20180907,2018,R,77,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",4
2976,2977,Next Gen,20180907,2018,PG,106,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain.",4
2977,2978,Sierra Burgess Is A Loser,20180907,2018,PG-13,106,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.,4
2978,2979,The Most Assassinated Woman in the World,20180907,2018,R,102,"In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past.",4
2979,2980,PK,20180906,2014,PG-13,146,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.,4
2980,2981,The Debt Collector,20180903,2018,R,96,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.",4
2981,2982,Carbon,20180901,2017,R,104,"On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder.",4
2982,2983,Garbage,20180901,2018,R,109,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,4
2983,2984,​​Kuch Bheege Alfaaz,20180901,2018,PG-13,110,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond.",4
2984,2985,Love and Shukla,20180901,2017,R,110,"A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters.",4
2985,2986,Once Again,20180901,2018,PG,101,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person.",4
2986,2987,Sparring,20180901,2017,R,94,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.,4
2987,2988,The Laws of Thermodynamics,20180831,2018,R,101,"A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life.",4
2988,2989,Naam Shabana,20180828,2017,PG-13,141,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits.",4
2989,2990,Qarib Qarib Singlle,20180828,2017,PG-13,120,"After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",4
2990,2991,Spyder,20180828,2017,PG-13,140,"When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps.",4
2991,2992,Maria Bamford: The Special Special Special,20180825,2012,R,50,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents.",4
2992,2993,Bert Kreischer: Secret Time,20180824,2018,R,57,Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.,4
2993,2994,One Last Shot,20180824,1998,R,31,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver.",4
2994,2995,The After Party,20180824,2018,R,90,An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,4
2995,2996,Bareilly Ki Barfi,20180821,2017,PG-13,110,"When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",4
2996,2997,Mersal,20180821,2017,PG-13,162,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",4
2997,2998,Mom,20180821,2017,PG-13,139,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",4
2998,2999,Pad Man,20180821,2018,PG-13,130,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.",4
2999,3000,Toilet: Ek Prem Katha,20180821,2017,PG-13,145,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation.",4
3000,3001,Party Monster: Scratching the Surface,20180817,2018,PG-13,33,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard.",4
3001,3002,The Motive,20180817,2017,R,114,An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.,4
3002,3003,To All the Boys I’ve Loved Before,20180817,2018,PG-13,100,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down.",4
3003,3004,Yoo Byung Jae: Discomfort Zone,20180817,2018,R,54,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.,4
3004,3005,Bhavesh Joshi Superhero,20180816,2018,PG-13,150,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice.",4
3005,3006,For Here or to Go?,20180815,2015,R,105,A software engineer must decide if he'd rather navigate America's frustrating visa renewal process or simply return to his home country of India.,4
3006,3007,The Guernsey Literary and Potato Peel Pie Society,20180810,2018,PG,124,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,4
3007,3008,The Package,20180810,2018,R,95,"After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again.",4
3008,3009,Zion,20180810,2018,PG,12,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.",4
3009,3010,Perdida,20180809,2018,R,104,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",4
3010,3011,2 States,20180804,2014,PG,143,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",4
3011,3012,Baaghi,20180804,2016,PG-13,127,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,4
3012,3013,Brij Mohan Amar Rahe,20180804,2018,R,100,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder.,4
3013,3014,Flavors of Youth: International Version,20180804,2018,PG,74,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China.",4
3014,3015,Like Father,20180803,2018,R,104,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.",4
3015,3016,7 Khoon Maaf,20180802,2011,R,148,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",4
3016,3017,Chillar Party,20180802,2011,PG,127,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.",4
3017,3018,Fashion,20180802,2008,R,158,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,4
3018,3019,Fitoor,20180802,2016,PG-13,124,A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.,4
3019,3020,Fiza,20180802,2000,PG-13,163,"Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return.",4
3020,3021,Guzaarish,20180802,2010,PG-13,121,"After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die.",4
3021,3022,Haider,20180802,2014,R,154,Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.,4
3022,3023,Highway,20180802,2014,PG-13,127,"City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated.",4
3023,3024,I Hate Luv Storys,20180802,2010,PG-13,128,This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.,4
3024,3025,Joker,20180802,2012,PG,98,A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.,4
3025,3026,Main aurr Mrs. Khanna,20180802,2009,PG-13,109,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble.",4
3026,3027,Mohenjo Daro,20180802,2016,PG-13,168,"A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant.",4
3027,3028,Raajneeti,20180802,2010,PG-13,162,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path.",4
3028,3029,Rang De Basanti,20180802,2006,PG-13,159,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.,4
3029,3030,Rowdy Rathore,20180802,2012,PG-13,137,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob.",4
3030,3031,Tamasha,20180802,2015,PG-13,133,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",4
3031,3032,Tere Naal Love Ho Gaya,20180802,2012,PG-13,127,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father.",4
3032,3033,Thank You,20180802,2011,PG-13,131,Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.,4
3033,3034,The Blue Umbrella,20180802,2005,PG,90,"A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss.",4
3034,3035,Being Napoleon,20180801,2018,R,88,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.",4
3035,3036,Invisible,20180801,2017,R,87,"After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed.",4
3036,3037,Da Kath & Kim Code,20180728,2005,PG,82,"Kath and Kel's union is tested by Michael Bublé, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer.",4
3037,3038,Kath & Kimderella,20180728,2012,PG-13,86,"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await.",4
3038,3039,The Mansion,20180728,2017,R,100,"A group of students celebrates New Year's at a remote Belgian estate, where their substance-fueled revelry soon descends into a bloodstained nightmare.",4
3039,3040,Coco y Raulito: Carrusel de ternura,20180727,2018,R,57,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",4
3040,3041,Extinction,20180727,2018,R,95,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",4
3041,3042,The Bleeding Edge,20180727,2018,PG-13,101,This eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.,4
3042,3043,Parmanu: The Story of Pokhran,20180725,2018,PG,124,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist.",4
3043,3044,Iliza Shlesinger: Elder Millennial,20180724,2018,R,72,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",4
3044,3045,The Warning,20180724,2018,R,93,"After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.",4
3045,3046,Duck Duck Goose,20180720,2018,PG,92,"As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing.",4
3046,3047,Father of the Year,20180720,2018,R,95,A drunken debate between two recent college grads about whose father would win in a fight leads to mayhem when their dads take the challenge seriously.,4
3047,3048,Nothing to Lose,20180720,2018,PG,133,This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.,4
3048,3049,El club de los buenos infieles,20180719,2018,R,85,Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.,4
3049,3050,Camarón: The Film,20180718,2018,PG-13,105,"This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death.",4
3050,3051,GODZILLA City on the Edge of Battle,20180718,2018,PG-13,101,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility.",4
3051,3052,Going for Gold,20180715,2018,G,88,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition.",4
3052,3053,How It Ends,20180713,2018,R,113,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.",4
3053,3054,Jim Jefferies: This Is Me Now,20180713,2018,R,71,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",4
3054,3055,Romina,20180713,2018,R,75,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,4
3055,3056,Luciano Mellera: Infantiloide,20180706,2018,PG-13,66,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.,4
3056,3057,The Legacy of a Whitetail Deer Hunter,20180706,2018,PG-13,83,A star of hunting videos strives to bond with his 12-year-old son on a wilderness trip but learns familial connections can't be forced.,4
3057,3058,The Skin of the Wolf,20180706,2018,R,110,An animal trapper living in an abandoned mountain town in northern Spain seeks to resolve his loneliness by securing a wife.,4
3058,3059,White Fang,20180706,2018,PG,88,A loyal wolfdog's curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,4
3059,3060,Sommore: Chandelier Status,20180704,2013,R,77,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more.",4
3060,3061,Felipe Esparza: They're Not Going to Laugh at You,20180703,2012,R,58,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles.",4
3061,3062,Joan Rivers: Don't Start with Me,20180703,2012,R,69,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special.",4
3062,3063,Katt Williams: Kattpacalypse,20180703,2012,R,61,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.",4
3063,3064,King of Peking,20180702,2018,PG-13,88,"Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son.",4
3064,3065,Anthony Kaun Hai?,20180701,2006,PG-13,122,"A forger uses a fake identity in trying to retrieve stolen diamonds buried in a penitentiary, unaware a mob assassin is on the trail of his phony alias.",4
3065,3066,Bo Burnham: what.,20180701,2013,R,60,Left brain and right brain duke it out – and ultimately belt out a melody – in stand-up comedian Bo Burnham's quick and clever one-man show.,4
3066,3067,Chalte Chalte,20180701,2003,PG-13,166,"Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.",4
3067,3068,Deewana Main Deewana,20180701,2013,PG-13,107,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.,4
3068,3069,Duck Butter,20180701,2018,R,94,"Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down.",4
3069,3070,I Am Kalam,20180701,2010,PG,87,An intelligent boy born into poverty befriends the son of a once noble family and is inspired by the life of India's president to pursue an education.,4
3070,3071,My Birthday Song,20180701,2018,PG-13,92,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction.",4
3071,3072,Namastey London,20180701,2007,PG-13,130,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride.",4
3072,3073,Soul Robbers,20180701,2015,PG-13,88,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters.",4
3073,3074,Tum Milo Toh Sahi,20180701,2010,PG-13,128,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.,4
3074,3075,What We Started,20180701,2017,R,96,"DJs and industry insiders offer a backstage pass to the world of electronic dance music, reflecting on its radical origins and the future of the genre.",4
3075,3076,Zoo,20180701,2018,R,94,"A drug dealer starts having doubts about his trade as his brother, his client, and two rappers from the slums each battle their own secret addictions.",4
3076,3077,Bill Burr: You People Are All the Same,20180630,2012,R,69,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",4
3077,3078,The Maus,20180630,2017,R,90,"While traveling with her German boyfriend, Selma is confronted by the violent remnants of the Bosnian War and the ethnic cleansing her family faced.",4
3078,3079,Calibre,20180629,2018,R,101,Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events.,4
3079,3080,Jani Dueñas: Grandes fracasos de ayer y hoy,20180629,2018,R,77,"Chilean comedian and personality Jani Dueñas pours out her feelings on issues that are all too universal, from aging to dieting to sex.",4
3080,3081,Penalty Kick,20180629,2018,PG-13,89,"Convinced Mexico will lose the World Cup qualifier without him, a soccer superfan faces an impossible choice when family obligations stand in his way.",4
3081,3082,Recovery Boys,20180629,2018,R,90,"In a region ravaged by opioid abuse, four young men in a farming-based rehab forge a bond as they try to reinvent their lives after years of addiction.",4
3082,3083,TAU,20180629,2018,R,98,"Kidnapped by an inventor who uses her as a test subject to perfect his robotic AI, a street-smart young woman tries to escape her high-tech prison.",4
3083,3084,W. Kamau Bell: Private School Negro,20180626,2018,R,66,"Comedian W. Kamau Bell muses on parenting in the Trump era, ""free speech"" dustups, woke children's TV and his fear of going off the grid.",4
3084,3085,Expelled from Paradise,20180625,2014,R,103,"In the wake of a global catastrophe, the human survivors are ""uploaded"" into a cyber network, but someone or something is infiltrating the system.",4
3085,3086,"To Each, Her Own",20180624,2018,R,95,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",4
3086,3087,Brain on Fire,20180622,2016,PG-13,89,"Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis.",4
3087,3088,Derren Brown: Miracle,20180622,2018,R,74,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief.",4
3088,3089,Us and Them,20180622,2018,R,119,"Two strangers meet on a train and form a bond that evolves over the years. After a separation, they reconnect and reflect on their love for each other.",4
3089,3090,Hannah Gadsby: Nanette,20180619,2018,R,70,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil.",4
3090,3091,Lust Stories,20180615,2018,R,121,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.",4
3091,3092,Maktub,20180615,2018,R,106,"After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true.",4
3092,3093,Pacificum: Return to the Ocean,20180615,2017,G,74,"Four scientists offer a sweeping yet intimate exploration of Peru's majestic coastline by land, sea and air.",4
3093,3094,Set It Up,20180615,2018,R,106,"In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",4
3094,3095,Sunday's Illness,20180615,2017,PG-13,113,"Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",4
3095,3096,The last hour,20180615,2017,R,119,"In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army.",4
3096,3097,Alex Strangelove,20180608,2018,R,100,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,4
3097,3098,Ali's Wedding,20180608,2018,R,110,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",4
3098,3099,Franco Escamilla: Por la anécdota,20180608,2018,R,66,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.,4
3099,3100,B.A. Pass 2,20180601,2017,PG-13,126,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.",4
3100,3101,Bad Genius,20180601,2017,R,130,A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.,4
3101,3102,Outside In,20180601,2018,R,110,"After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release.",4
3102,3103,Pedal the World,20180601,2015,R,85,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries.",4
3103,3104,Sara's Notebook,20180526,2018,R,117,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife.",4
3104,3105,Fernando Sanjiao: Hombre,20180525,2018,R,63,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.,4
3105,3106,Ibiza,20180525,2018,R,94,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ.",4
3106,3107,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,20180525,2018,PG-13,74,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy.",4
3107,3108,Tig Notaro Happy To Be Here,20180522,2018,PG-13,58,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more.",4
3108,3109,Catching Feelings,20180518,2018,R,117,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author.",4
3109,3110,Katt Williams: American Hustle (The Movie),20180517,2007,R,89,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles.",4
3110,3111,Food on the Go,20180516,2017,R,66,"Epicureans and experts trace the migration of Italian cuisine and its evolution in the Americas, delving into the ideas of origin, diaspora and heritage.",4
3111,3112,Aiyaary,20180515,2018,R,158,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",4
3112,3113,Lupin the 3rd: The Castle of Cagliostro: Special Edition,20180515,1979,PG-13,100,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",4
3113,3114,Ali Wong: Hard Knock Wife,20180513,2018,R,64,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",4
3114,3115,Spivak,20180512,2017,R,92,Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.,4
3115,3116,Carlos Ballarta: Furia Ñera,20180511,2018,R,63,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.,4
3116,3117,The Kissing Booth,20180511,2018,PG-13,105,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",4
3117,3118,Hari Kondabolu: Warn Your Relatives,20180508,2018,R,67,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",4
3118,3119,My Fuhrer,20180507,2007,PG-13,91,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.,4
3119,3120,Family Blood,20180505,2018,R,92,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.",4
3120,3121,Pup Star: World Tour,20180505,2018,G,87,"Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun.",4
3121,3122,Anon,20180504,2018,R,100,"In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",4
3122,3123,Dany Boon: Des Hauts De France,20180504,2018,R,113,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens.",4
